datetime,traffic_volume,Trucks,Cars,Bikes,taxi,Bus,Auto,others,Location
22-08-2015 17:00,4572,137,1463,1371,137,137,1325,2,Koparkhairane
22-08-2015 18:00,4304,129,1377,1291,129,129,1248,1,Koparkhairane
22-08-2015 18:00,4304,129,1377,1291,129,129,1248,1,Koparkhairane
22-08-2015 18:00,4304,129,1377,1291,129,129,1248,1,Koparkhairane
22-08-2015 19:00,2969,89,950,890,89,89,861,1,Koparkhairane
22-08-2015 19:00,2969,89,950,890,89,89,861,1,Koparkhairane
22-08-2015 20:00,2373,71,759,711,71,71,688,2,Koparkhairane
22-08-2015 20:00,2373,71,759,711,71,71,688,2,Koparkhairane
22-08-2015 20:00,2373,71,759,711,71,71,688,2,Koparkhairane
22-08-2015 21:00,2336,70,747,700,70,70,677,2,Koparkhairane
22-08-2015 21:00,2336,70,747,700,70,70,677,2,Koparkhairane
22-08-2015 21:00,2336,70,747,700,70,70,677,2,Koparkhairane
22-08-2015 21:00,2336,70,747,700,70,70,677,2,Koparkhairane
22-08-2015 22:00,2234,67,714,670,67,67,647,2,Koparkhairane
22-08-2015 22:00,2234,67,714,670,67,67,647,2,Koparkhairane
22-08-2015 22:00,2234,67,714,670,67,67,647,2,Koparkhairane
22-08-2015 23:00,3073,92,983,921,92,92,891,2,Koparkhairane
23-08-2015 00:00,1630,48,521,489,48,48,472,4,Koparkhairane
23-08-2015 01:00,936,28,299,280,28,28,271,2,Koparkhairane
23-08-2015 02:00,540,16,172,162,16,16,156,2,Koparkhairane
23-08-2015 03:00,355,10,113,106,10,10,102,4,Koparkhairane
23-08-2015 04:00,285,8,91,85,8,8,82,3,Koparkhairane
23-08-2015 05:00,500,15,160,150,15,15,145,0,Koparkhairane
23-08-2015 06:00,802,24,256,240,24,24,232,2,Koparkhairane
23-08-2015 06:00,802,24,256,240,24,24,232,2,Koparkhairane
23-08-2015 07:00,1155,34,369,346,34,34,334,4,Koparkhairane
23-08-2015 07:00,1155,34,369,346,34,34,334,4,Koparkhairane
23-08-2015 08:00,1761,52,563,528,52,52,510,4,Koparkhairane
23-08-2015 08:00,1761,52,563,528,52,52,510,4,Koparkhairane
23-08-2015 09:00,2488,74,796,746,74,74,721,3,Koparkhairane
23-08-2015 10:00,3409,102,1090,1022,102,102,988,3,Koparkhairane
23-08-2015 11:00,3839,115,1228,1151,115,115,1113,2,Koparkhairane
23-08-2015 12:00,4155,124,1329,1246,124,124,1204,4,Koparkhairane
23-08-2015 13:00,4384,131,1402,1315,131,131,1271,3,Koparkhairane
23-08-2015 14:00,4499,134,1439,1349,134,134,1304,5,Koparkhairane
23-08-2015 15:00,4532,135,1450,1359,135,135,1314,4,Koparkhairane
23-08-2015 16:00,4316,129,1381,1294,129,129,1251,3,Koparkhairane
23-08-2015 17:00,4256,127,1361,1276,127,127,1234,4,Koparkhairane
23-08-2015 18:00,3910,117,1251,1173,117,117,1133,2,Koparkhairane
23-08-2015 19:00,3868,116,1237,1160,116,116,1121,2,Koparkhairane
23-08-2015 20:00,3203,96,1024,960,96,96,928,3,Koparkhairane
23-08-2015 21:00,2353,70,752,705,70,70,682,4,Koparkhairane
23-08-2015 22:00,1613,48,516,483,48,48,467,3,Koparkhairane
23-08-2015 23:00,1041,31,333,312,31,31,301,2,Koparkhairane
24-08-2015 00:00,528,15,168,158,15,15,153,4,Koparkhairane
24-08-2015 01:00,378,11,120,113,11,11,109,3,Koparkhairane
24-08-2015 02:00,268,8,85,80,8,8,77,2,Koparkhairane
24-08-2015 03:00,325,9,104,97,9,9,94,3,Koparkhairane
24-08-2015 04:00,836,25,267,250,25,25,242,2,Koparkhairane
24-08-2015 05:00,2824,84,903,847,84,84,818,4,Koparkhairane
24-08-2015 06:00,5778,173,1848,1733,173,173,1675,3,Koparkhairane
24-08-2015 07:00,6463,193,2068,1938,193,193,1874,4,Koparkhairane
24-08-2015 08:00,5595,167,1790,1678,167,167,1622,4,Koparkhairane
24-08-2015 09:00,4671,140,1494,1401,140,140,1354,2,Koparkhairane
24-08-2015 10:00,4313,129,1380,1293,129,129,1250,3,Koparkhairane
24-08-2015 11:00,4653,139,1488,1395,139,139,1349,4,Koparkhairane
24-08-2015 12:00,4953,148,1584,1485,148,148,1436,4,Koparkhairane
24-08-2015 13:00,4929,147,1577,1478,147,147,1429,4,Koparkhairane
24-08-2015 14:00,5107,153,1634,1532,153,153,1481,1,Koparkhairane
24-08-2015 15:00,5409,162,1730,1622,162,162,1568,3,Koparkhairane
24-08-2015 16:00,6356,190,2033,1906,190,190,1843,4,Koparkhairane
24-08-2015 17:00,6149,184,1967,1844,184,184,1783,3,Koparkhairane
24-08-2015 18:00,4353,130,1392,1305,130,130,1262,4,Koparkhairane
24-08-2015 19:00,3301,99,1056,990,99,99,957,1,Koparkhairane
24-08-2015 20:00,2801,84,896,840,84,84,812,1,Koparkhairane
24-08-2015 21:00,2407,72,770,722,72,72,698,1,Koparkhairane
24-08-2015 22:00,1605,48,513,481,48,48,465,2,Koparkhairane
24-08-2015 23:00,1037,31,331,311,31,31,300,2,Koparkhairane
25-08-2015 00:00,594,17,190,178,17,17,172,3,Koparkhairane
25-08-2015 01:00,351,10,112,105,10,10,101,3,Koparkhairane
25-08-2015 02:00,293,8,93,87,8,8,84,5,Koparkhairane
25-08-2015 03:00,353,10,112,105,10,10,102,4,Koparkhairane
25-08-2015 04:00,878,26,280,263,26,26,254,3,Koparkhairane
25-08-2015 05:00,2953,88,944,885,88,88,856,4,Koparkhairane
25-08-2015 06:00,5801,174,1856,1740,174,174,1682,1,Koparkhairane
25-08-2015 07:00,6090,182,1948,1827,182,182,1766,3,Koparkhairane
25-08-2015 08:00,5092,152,1629,1527,152,152,1476,4,Koparkhairane
25-08-2015 09:00,5147,154,1647,1544,154,154,1492,2,Koparkhairane
25-08-2015 10:00,4742,142,1517,1422,142,142,1375,2,Koparkhairane
25-08-2015 11:00,4892,146,1565,1467,146,146,1418,4,Koparkhairane
25-08-2015 12:00,5389,161,1724,1616,161,161,1562,4,Koparkhairane
25-08-2015 13:00,5186,155,1659,1555,155,155,1503,4,Koparkhairane
25-08-2015 14:00,5476,164,1752,1642,164,164,1588,2,Koparkhairane
25-08-2015 15:00,5710,171,1827,1713,171,171,1655,2,Koparkhairane
25-08-2015 16:00,6620,198,2118,1986,198,198,1919,3,Koparkhairane
25-08-2015 17:00,6101,183,1952,1830,183,183,1769,1,Koparkhairane
25-08-2015 18:00,4578,137,1464,1373,137,137,1327,3,Koparkhairane
25-08-2015 19:00,3413,102,1092,1023,102,102,989,3,Koparkhairane
25-08-2015 20:00,3041,91,973,912,91,91,881,2,Koparkhairane
25-08-2015 21:00,2685,80,859,805,80,80,778,3,Koparkhairane
25-08-2015 22:00,1635,49,523,490,49,49,474,1,Koparkhairane
26-08-2015 00:00,608,18,194,182,18,18,176,2,Koparkhairane
26-08-2015 01:00,373,11,119,111,11,11,108,2,Koparkhairane
26-08-2015 02:00,297,8,95,89,8,8,86,3,Koparkhairane
26-08-2015 03:00,398,11,127,119,11,11,115,4,Koparkhairane
26-08-2015 04:00,901,27,288,270,27,27,261,1,Koparkhairane
26-08-2015 05:00,2974,89,951,892,89,89,862,2,Koparkhairane
26-08-2015 05:00,2974,89,951,892,89,89,862,2,Koparkhairane
26-08-2015 06:00,6005,180,1921,1801,180,180,1741,2,Koparkhairane
26-08-2015 07:00,6268,188,2005,1880,188,188,1817,2,Koparkhairane
26-08-2015 08:00,5479,164,1753,1643,164,164,1588,3,Koparkhairane
26-08-2015 09:00,5059,151,1618,1517,151,151,1467,4,Koparkhairane
26-08-2015 10:00,4781,143,1529,1434,143,143,1386,3,Koparkhairane
26-08-2015 11:00,4896,146,1566,1468,146,146,1419,5,Koparkhairane
26-08-2015 12:00,5306,159,1697,1591,159,159,1538,3,Koparkhairane
26-08-2015 13:00,5243,157,1677,1572,157,157,1520,3,Koparkhairane
26-08-2015 14:00,5446,163,1742,1633,163,163,1579,3,Koparkhairane
26-08-2015 15:00,5703,171,1824,1710,171,171,1653,3,Koparkhairane
26-08-2015 16:00,6563,196,2100,1968,196,196,1903,4,Koparkhairane
26-08-2015 17:00,6317,189,2021,1895,189,189,1831,3,Koparkhairane
26-08-2015 18:00,4856,145,1553,1456,145,145,1408,4,Koparkhairane
26-08-2015 19:00,3556,106,1137,1066,106,106,1031,4,Koparkhairane
26-08-2015 20:00,3324,99,1063,997,99,99,963,4,Koparkhairane
26-08-2015 21:00,2812,84,899,843,84,84,815,3,Koparkhairane
26-08-2015 22:00,1770,53,566,531,53,53,513,1,Koparkhairane
26-08-2015 23:00,1074,32,343,322,32,32,311,2,Koparkhairane
27-08-2015 00:00,605,18,193,181,18,18,175,2,Koparkhairane
27-08-2015 01:00,411,12,131,123,12,12,119,2,Koparkhairane
27-08-2015 02:00,257,7,82,77,7,7,74,3,Koparkhairane
27-08-2015 03:00,376,11,120,112,11,11,109,2,Koparkhairane
27-08-2015 04:00,881,26,281,264,26,26,255,3,Koparkhairane
27-08-2015 05:00,3016,90,965,904,90,90,874,3,Koparkhairane
27-08-2015 06:00,5668,170,1813,1700,170,170,1643,2,Koparkhairane
27-08-2015 07:00,6642,199,2125,1992,199,199,1926,2,Koparkhairane
27-08-2015 08:00,6138,184,1964,1841,184,184,1780,1,Koparkhairane
27-08-2015 09:00,5576,167,1784,1672,167,167,1617,2,Koparkhairane
27-08-2015 10:00,4948,148,1583,1484,148,148,1434,3,Koparkhairane
27-08-2015 11:00,5056,151,1617,1516,151,151,1466,4,Koparkhairane
27-08-2015 12:00,5405,162,1729,1621,162,162,1567,2,Koparkhairane
27-08-2015 13:00,5245,157,1678,1573,157,157,1521,2,Koparkhairane
27-08-2015 14:00,5602,168,1792,1680,168,168,1624,2,Koparkhairane
27-08-2015 15:00,5957,178,1906,1787,178,178,1727,3,Koparkhairane
27-08-2015 16:00,6719,201,2150,2015,201,201,1948,3,Koparkhairane
27-08-2015 17:00,6175,185,1976,1852,185,185,1790,2,Koparkhairane
27-08-2015 18:00,4588,137,1468,1376,137,137,1330,3,Koparkhairane
27-08-2015 19:00,3619,108,1158,1085,108,108,1049,3,Koparkhairane
27-08-2015 20:00,3173,95,1015,951,95,95,920,2,Koparkhairane
27-08-2015 21:00,2867,86,917,860,86,86,831,1,Koparkhairane
27-08-2015 22:00,2033,60,650,609,60,60,589,5,Koparkhairane
27-08-2015 23:00,1290,38,412,387,38,38,374,3,Koparkhairane
28-08-2015 00:00,680,20,217,204,20,20,197,2,Koparkhairane
28-08-2015 01:00,427,12,136,128,12,12,123,4,Koparkhairane
28-08-2015 02:00,351,10,112,105,10,10,101,3,Koparkhairane
28-08-2015 03:00,400,12,128,120,12,12,116,0,Koparkhairane
28-08-2015 04:00,858,25,274,257,25,25,248,4,Koparkhairane
28-08-2015 05:00,2798,83,895,839,83,83,811,4,Koparkhairane
28-08-2015 06:00,5432,162,1738,1629,162,162,1575,4,Koparkhairane
28-08-2015 07:00,6412,192,2051,1923,192,192,1859,3,Koparkhairane
28-08-2015 08:00,5878,176,1880,1763,176,176,1704,3,Koparkhairane
28-08-2015 08:00,5878,176,1880,1763,176,176,1704,3,Koparkhairane
28-08-2015 09:00,5198,155,1663,1559,155,155,1507,4,Koparkhairane
28-08-2015 10:00,5114,153,1636,1534,153,153,1483,2,Koparkhairane
28-08-2015 11:00,5537,166,1771,1661,166,166,1605,2,Koparkhairane
28-08-2015 12:00,5928,177,1896,1778,177,177,1719,4,Koparkhairane
28-08-2015 13:00,5676,170,1816,1702,170,170,1646,2,Koparkhairane
28-08-2015 14:00,5814,174,1860,1744,174,174,1686,2,Koparkhairane
28-08-2015 15:00,5914,177,1892,1774,177,177,1715,2,Koparkhairane
28-08-2015 16:00,5635,169,1803,1690,169,169,1634,1,Koparkhairane
28-08-2015 17:00,5693,170,1821,1707,170,170,1650,5,Koparkhairane
28-08-2015 18:00,4826,144,1544,1447,144,144,1399,4,Koparkhairane
28-08-2015 19:00,3721,111,1190,1116,111,111,1079,3,Koparkhairane
28-08-2015 20:00,3296,98,1054,988,98,98,955,5,Koparkhairane
28-08-2015 21:00,2960,88,947,888,88,88,858,3,Koparkhairane
28-08-2015 22:00,2532,75,810,759,75,75,734,4,Koparkhairane
28-08-2015 23:00,1896,56,606,568,56,56,549,5,Koparkhairane
29-08-2015 00:00,1299,38,415,389,38,38,376,5,Koparkhairane
29-08-2015 01:00,716,21,229,214,21,21,207,3,Koparkhairane
29-08-2015 02:00,687,20,219,206,20,20,199,3,Koparkhairane
29-08-2015 03:00,425,12,136,127,12,12,123,3,Koparkhairane
29-08-2015 03:00,425,12,136,127,12,12,123,3,Koparkhairane
29-08-2015 03:00,425,12,136,127,12,12,123,3,Koparkhairane
29-08-2015 04:00,388,11,124,116,11,11,112,3,Koparkhairane
29-08-2015 04:00,388,11,124,116,11,11,112,3,Koparkhairane
29-08-2015 05:00,955,28,305,286,28,28,276,4,Koparkhairane
29-08-2015 06:00,1712,51,547,513,51,51,496,3,Koparkhairane
29-08-2015 07:00,2621,78,838,786,78,78,760,3,Koparkhairane
29-08-2015 07:00,2621,78,838,786,78,78,760,3,Koparkhairane
29-08-2015 08:00,3564,106,1140,1069,106,106,1033,4,Koparkhairane
29-08-2015 08:00,3564,106,1140,1069,106,106,1033,4,Koparkhairane
29-08-2015 09:00,4309,129,1378,1292,129,129,1249,3,Koparkhairane
29-08-2015 10:00,4733,141,1514,1419,141,141,1372,5,Koparkhairane
29-08-2015 11:00,5024,150,1607,1507,150,150,1456,4,Koparkhairane
29-08-2015 12:00,4970,149,1590,1491,149,149,1441,1,Koparkhairane
29-08-2015 13:00,4752,142,1520,1425,142,142,1378,3,Koparkhairane
29-08-2015 14:00,4850,145,1552,1455,145,145,1406,2,Koparkhairane
29-08-2015 15:00,4809,144,1538,1442,144,144,1394,3,Koparkhairane
29-08-2015 16:00,4649,139,1487,1394,139,139,1348,3,Koparkhairane
30-08-2015 02:00,693,20,221,207,20,20,200,5,Koparkhairane
30-08-2015 02:00,693,20,221,207,20,20,200,5,Koparkhairane
30-08-2015 03:00,388,11,124,116,11,11,112,3,Koparkhairane
30-08-2015 04:00,303,9,96,90,9,9,87,3,Koparkhairane
30-08-2015 04:00,303,9,96,90,9,9,87,3,Koparkhairane
30-08-2015 05:00,547,16,175,164,16,16,158,2,Koparkhairane
30-08-2015 05:00,547,16,175,164,16,16,158,2,Koparkhairane
30-08-2015 06:00,1034,31,330,310,31,31,299,2,Koparkhairane
30-08-2015 06:00,1034,31,330,310,31,31,299,2,Koparkhairane
30-08-2015 07:00,1707,51,546,512,51,51,495,1,Koparkhairane
30-08-2015 08:00,2678,80,856,803,80,80,776,3,Koparkhairane
30-08-2015 09:00,3627,108,1160,1088,108,108,1051,4,Koparkhairane
30-08-2015 10:00,4290,128,1372,1287,128,128,1244,3,Koparkhairane
30-08-2015 11:00,4507,135,1442,1352,135,135,1307,1,Koparkhairane
30-08-2015 12:00,5042,151,1613,1512,151,151,1462,2,Koparkhairane
30-08-2015 13:00,4723,141,1511,1416,141,141,1369,4,Koparkhairane
30-08-2015 14:00,4335,130,1387,1300,130,130,1257,1,Koparkhairane
30-08-2015 15:00,4849,145,1551,1454,145,145,1406,3,Koparkhairane
30-08-2015 16:00,4538,136,1452,1361,136,136,1316,1,Koparkhairane
30-08-2015 17:00,4332,129,1386,1299,129,129,1256,4,Koparkhairane
30-08-2015 18:00,3944,118,1262,1183,118,118,1143,2,Koparkhairane
30-08-2015 19:00,3620,108,1158,1086,108,108,1049,3,Koparkhairane
30-08-2015 20:00,3256,97,1041,976,97,97,944,4,Koparkhairane
30-08-2015 21:00,2737,82,875,821,82,82,793,2,Koparkhairane
30-08-2015 22:00,1792,53,573,537,53,53,519,4,Koparkhairane
30-08-2015 23:00,1221,36,390,366,36,36,354,3,Koparkhairane
31-08-2015 00:00,662,19,211,198,19,19,191,5,Koparkhairane
31-08-2015 01:00,341,10,109,102,10,10,98,2,Koparkhairane
31-08-2015 02:00,255,7,81,76,7,7,73,4,Koparkhairane
31-08-2015 02:00,255,7,81,76,7,7,73,4,Koparkhairane
31-08-2015 03:00,359,10,114,107,10,10,104,4,Koparkhairane
31-08-2015 04:00,859,25,274,257,25,25,249,4,Koparkhairane
31-08-2015 05:00,2872,86,919,861,86,86,832,2,Koparkhairane
31-08-2015 06:00,5625,168,1800,1687,168,168,1631,3,Koparkhairane
31-08-2015 07:00,6461,193,2067,1938,193,193,1873,4,Koparkhairane
31-08-2015 07:00,6461,193,2067,1938,193,193,1873,4,Koparkhairane
31-08-2015 08:00,5987,179,1915,1796,179,179,1736,3,Koparkhairane
31-08-2015 09:00,5331,159,1705,1599,159,159,1545,5,Koparkhairane
31-08-2015 10:00,4734,142,1514,1420,142,142,1372,2,Koparkhairane
31-08-2015 11:00,5030,150,1609,1509,150,150,1458,4,Koparkhairane
31-08-2015 12:00,5314,159,1700,1594,159,159,1541,2,Koparkhairane
31-08-2015 13:00,5403,162,1728,1620,162,162,1566,3,Koparkhairane
31-08-2015 14:00,5351,160,1712,1605,160,160,1551,3,Koparkhairane
31-08-2015 15:00,5773,173,1847,1731,173,173,1674,2,Koparkhairane
31-08-2015 16:00,6488,194,2076,1946,194,194,1881,3,Koparkhairane
31-08-2015 17:00,5992,179,1917,1797,179,179,1737,4,Koparkhairane
31-08-2015 18:00,4393,131,1405,1317,131,131,1273,5,Koparkhairane
31-08-2015 19:00,3284,98,1050,985,98,98,952,3,Koparkhairane
31-08-2015 20:00,2945,88,942,883,88,88,854,2,Koparkhairane
31-08-2015 21:00,2754,82,881,826,82,82,798,3,Koparkhairane
31-08-2015 22:00,1625,48,520,487,48,48,471,3,Koparkhairane
31-08-2015 23:00,1122,33,359,336,33,33,325,3,Koparkhairane
31-08-2015 23:00,1122,33,359,336,33,33,325,3,Koparkhairane
01-09-2015 00:00,613,18,196,183,18,18,177,3,Koparkhairane
01-09-2015 01:00,383,11,122,114,11,11,111,3,Koparkhairane
01-09-2015 01:00,383,11,122,114,11,11,111,3,Koparkhairane
01-09-2015 04:00,888,26,284,266,26,26,257,3,Koparkhairane
01-09-2015 04:00,888,26,284,266,26,26,257,3,Koparkhairane
01-09-2015 10:00,5285,158,1691,1585,158,158,1532,3,Koparkhairane
01-09-2015 11:00,5517,165,1765,1655,165,165,1599,3,Koparkhairane
01-09-2015 12:00,5716,171,1829,1714,171,171,1657,3,Koparkhairane
01-09-2015 13:00,5379,161,1721,1613,161,161,1559,3,Koparkhairane
01-09-2015 14:00,5677,170,1816,1703,170,170,1646,2,Koparkhairane
01-09-2015 15:00,6077,182,1944,1823,182,182,1762,2,Koparkhairane
01-09-2015 16:00,6685,200,2139,2005,200,200,1938,3,Koparkhairane
02-09-2015 02:00,325,9,104,97,9,9,94,3,Koparkhairane
02-09-2015 02:00,325,9,104,97,9,9,94,3,Koparkhairane
02-09-2015 03:00,396,11,126,118,11,11,114,5,Koparkhairane
02-09-2015 03:00,396,11,126,118,11,11,114,5,Koparkhairane
02-09-2015 03:00,396,11,126,118,11,11,114,5,Koparkhairane
02-09-2015 06:00,5637,169,1803,1691,169,169,1634,2,Koparkhairane
02-09-2015 06:00,5637,169,1803,1691,169,169,1634,2,Koparkhairane
02-09-2015 07:00,6477,194,2072,1943,194,194,1878,2,Koparkhairane
02-09-2015 07:00,6477,194,2072,1943,194,194,1878,2,Koparkhairane
02-09-2015 07:00,6477,194,2072,1943,194,194,1878,2,Koparkhairane
02-09-2015 08:00,5821,174,1862,1746,174,174,1688,3,Koparkhairane
02-09-2015 08:00,5821,174,1862,1746,174,174,1688,3,Koparkhairane
02-09-2015 08:00,5821,174,1862,1746,174,174,1688,3,Koparkhairane
02-09-2015 08:00,5821,174,1862,1746,174,174,1688,3,Koparkhairane
02-09-2015 09:00,5428,162,1736,1628,162,162,1574,4,Koparkhairane
02-09-2015 09:00,5428,162,1736,1628,162,162,1574,4,Koparkhairane
02-09-2015 10:00,4834,145,1546,1450,145,145,1401,2,Koparkhairane
02-09-2015 10:00,4834,145,1546,1450,145,145,1401,2,Koparkhairane
02-09-2015 11:00,5126,153,1640,1537,153,153,1486,4,Koparkhairane
02-09-2015 11:00,5126,153,1640,1537,153,153,1486,4,Koparkhairane
02-09-2015 12:00,5466,163,1749,1639,163,163,1585,4,Koparkhairane
02-09-2015 12:00,5466,163,1749,1639,163,163,1585,4,Koparkhairane
02-09-2015 13:00,5414,162,1732,1624,162,162,1570,2,Koparkhairane
02-09-2015 14:00,5630,168,1801,1689,168,168,1632,4,Koparkhairane
02-09-2015 15:00,5934,178,1898,1780,178,178,1720,2,Koparkhairane
02-09-2015 16:00,6526,195,2088,1957,195,195,1892,4,Koparkhairane
02-09-2015 17:00,6210,186,1987,1863,186,186,1800,2,Koparkhairane
02-09-2015 18:00,4878,146,1560,1463,146,146,1414,3,Koparkhairane
02-09-2015 19:00,3626,108,1160,1087,108,108,1051,4,Koparkhairane
02-09-2015 20:00,3128,93,1000,938,93,93,907,4,Koparkhairane
02-09-2015 21:00,2916,87,933,874,87,87,845,3,Koparkhairane
02-09-2015 22:00,1928,57,616,578,57,57,559,4,Koparkhairane
02-09-2015 23:00,1192,35,381,357,35,35,345,4,Koparkhairane
03-09-2015 00:00,602,18,192,180,18,18,174,2,Koparkhairane
03-09-2015 01:00,404,12,129,121,12,12,117,1,Koparkhairane
03-09-2015 02:00,311,9,99,93,9,9,90,2,Koparkhairane
03-09-2015 02:00,311,9,99,93,9,9,90,2,Koparkhairane
03-09-2015 03:00,395,11,126,118,11,11,114,4,Koparkhairane
03-09-2015 03:00,395,11,126,118,11,11,114,4,Koparkhairane
03-09-2015 03:00,395,11,126,118,11,11,114,4,Koparkhairane
03-09-2015 04:00,870,26,278,261,26,26,252,1,Koparkhairane
03-09-2015 04:00,870,26,278,261,26,26,252,1,Koparkhairane
03-09-2015 05:00,3010,90,963,903,90,90,872,2,Koparkhairane
03-09-2015 05:00,3010,90,963,903,90,90,872,2,Koparkhairane
03-09-2015 06:00,5815,174,1860,1744,174,174,1686,3,Koparkhairane
03-09-2015 06:00,5815,174,1860,1744,174,174,1686,3,Koparkhairane
03-09-2015 07:00,6518,195,2085,1955,195,195,1890,3,Koparkhairane
03-09-2015 07:00,6518,195,2085,1955,195,195,1890,3,Koparkhairane
03-09-2015 08:00,5905,177,1889,1771,177,177,1712,2,Koparkhairane
03-09-2015 08:00,5905,177,1889,1771,177,177,1712,2,Koparkhairane
03-09-2015 09:00,5453,163,1744,1635,163,163,1581,4,Koparkhairane
03-09-2015 09:00,5453,163,1744,1635,163,163,1581,4,Koparkhairane
03-09-2015 10:00,5422,162,1735,1626,162,162,1572,3,Koparkhairane
03-09-2015 11:00,5639,169,1804,1691,169,169,1635,2,Koparkhairane
03-09-2015 12:00,5715,171,1828,1714,171,171,1657,3,Koparkhairane
03-09-2015 13:00,5513,165,1764,1653,165,165,1598,3,Koparkhairane
03-09-2015 14:00,5743,172,1837,1722,172,172,1665,3,Koparkhairane
03-09-2015 15:00,5856,175,1873,1756,175,175,1698,4,Koparkhairane
03-09-2015 16:00,6154,184,1969,1846,184,184,1784,3,Koparkhairane
03-09-2015 17:00,5216,156,1669,1564,156,156,1512,3,Koparkhairane
03-09-2015 18:00,5491,164,1757,1647,164,164,1592,3,Koparkhairane
03-09-2015 19:00,4016,120,1285,1204,120,120,1164,3,Koparkhairane
03-09-2015 20:00,3252,97,1040,975,97,97,943,3,Koparkhairane
03-09-2015 21:00,3045,91,974,913,91,91,883,2,Koparkhairane
03-09-2015 22:00,2610,78,835,783,78,78,756,2,Koparkhairane
03-09-2015 23:00,1371,41,438,411,41,41,397,2,Koparkhairane
04-09-2015 00:00,811,24,259,243,24,24,235,2,Koparkhairane
04-09-2015 01:00,530,15,169,159,15,15,153,4,Koparkhairane
04-09-2015 02:00,352,10,112,105,10,10,102,3,Koparkhairane
04-09-2015 03:00,398,11,127,119,11,11,115,4,Koparkhairane
04-09-2015 04:00,857,25,274,257,25,25,248,3,Koparkhairane
04-09-2015 05:00,2670,80,854,801,80,80,774,1,Koparkhairane
04-09-2015 06:00,5291,158,1693,1587,158,158,1534,3,Koparkhairane
04-09-2015 07:00,6243,187,1997,1872,187,187,1810,3,Koparkhairane
04-09-2015 08:00,5720,171,1830,1716,171,171,1658,3,Koparkhairane
04-09-2015 09:00,5234,157,1674,1570,157,157,1517,2,Koparkhairane
04-09-2015 10:00,5025,150,1608,1507,150,150,1457,3,Koparkhairane
04-09-2015 11:00,5453,163,1744,1635,163,163,1581,4,Koparkhairane
04-09-2015 12:00,5751,172,1840,1725,172,172,1667,3,Koparkhairane
04-09-2015 13:00,5394,161,1726,1618,161,161,1564,3,Koparkhairane
04-09-2015 14:00,5760,172,1843,1728,172,172,1670,3,Koparkhairane
04-09-2015 15:00,5750,172,1840,1725,172,172,1667,2,Koparkhairane
04-09-2015 16:00,5651,169,1808,1695,169,169,1638,3,Koparkhairane
04-09-2015 17:00,5097,152,1631,1529,152,152,1478,3,Koparkhairane
04-09-2015 18:00,4399,131,1407,1319,131,131,1275,5,Koparkhairane
04-09-2015 19:00,3649,109,1167,1094,109,109,1058,3,Koparkhairane
04-09-2015 20:00,3146,94,1006,943,94,94,912,3,Koparkhairane
04-09-2015 21:00,2992,89,957,897,89,89,867,4,Koparkhairane
04-09-2015 22:00,2689,80,860,806,80,80,779,4,Koparkhairane
04-09-2015 23:00,2211,66,707,663,66,66,641,2,Koparkhairane
05-09-2015 00:00,1418,42,453,425,42,42,411,3,Koparkhairane
05-09-2015 01:00,1040,31,332,312,31,31,301,2,Koparkhairane
05-09-2015 02:00,758,22,242,227,22,22,219,4,Koparkhairane
05-09-2015 03:00,514,15,164,154,15,15,149,2,Koparkhairane
05-09-2015 04:00,439,13,140,131,13,13,127,2,Koparkhairane
05-09-2015 05:00,773,23,247,231,23,23,224,2,Koparkhairane
05-09-2015 06:00,1376,41,440,412,41,41,399,2,Koparkhairane
05-09-2015 06:00,1376,41,440,412,41,41,399,2,Koparkhairane
05-09-2015 07:00,2283,68,730,684,68,68,662,3,Koparkhairane
05-09-2015 07:00,2283,68,730,684,68,68,662,3,Koparkhairane
05-09-2015 08:00,3026,90,968,907,90,90,877,4,Koparkhairane
05-09-2015 08:00,3026,90,968,907,90,90,877,4,Koparkhairane
05-09-2015 09:00,3734,112,1194,1120,112,112,1082,2,Koparkhairane
05-09-2015 09:00,3734,112,1194,1120,112,112,1082,2,Koparkhairane
05-09-2015 10:00,4150,124,1328,1245,124,124,1203,2,Koparkhairane
05-09-2015 11:00,4549,136,1455,1364,136,136,1319,3,Koparkhairane
05-09-2015 12:00,4623,138,1479,1386,138,138,1340,4,Koparkhairane
05-09-2015 13:00,4465,133,1428,1339,133,133,1294,5,Koparkhairane
05-09-2015 14:00,4390,131,1404,1317,131,131,1273,3,Koparkhairane
05-09-2015 15:00,4334,130,1386,1300,130,130,1256,2,Koparkhairane
05-09-2015 16:00,4010,120,1283,1203,120,120,1162,2,Koparkhairane
05-09-2015 17:00,3679,110,1177,1103,110,110,1066,3,Koparkhairane
05-09-2015 18:00,3665,109,1172,1099,109,109,1062,5,Koparkhairane
05-09-2015 19:00,3275,98,1048,982,98,98,949,2,Koparkhairane
05-09-2015 20:00,3030,90,969,909,90,90,878,4,Koparkhairane
05-09-2015 21:00,2849,85,911,854,85,85,826,3,Koparkhairane
05-09-2015 22:00,2673,80,855,801,80,80,775,2,Koparkhairane
05-09-2015 23:00,2046,61,654,613,61,61,593,3,Koparkhairane
06-09-2015 00:00,1198,35,383,359,35,35,347,4,Koparkhairane
06-09-2015 01:00,869,26,278,260,26,26,252,1,Koparkhairane
06-09-2015 02:00,527,15,168,158,15,15,152,4,Koparkhairane
